SKUs,Total Box,Item 1,Box,Item 1 Length,Item 1 Width,Item 1 Height,Item 1 Weight,Item 2,Box,Item 2 Length,Item 2 Width,Item 2 Height,Item 2 Weight,Item 3,Box,Item 3 Length,Item 3 Width,Item 3 Height,Item 3 Weight,Item 4,Box,Item 4 Length,Item 4 Width,Item 4 Height,Item 4 Weight
X097MZ015-9,6,T97,1,76,44,4,91,XT07,1,50,12,6,31,,,,,,,MZC0T15,4,40,20,12,31
X697MZ606-5,4,T97,1,76,44,4,91,XT67,1,50,12,6,31,,,,,,,MZC6T06,2,40,20,12,31
X697MZ606-7,5,T97,1,76,44,4,91,XT67,1,50,12,6,31,,,,,,,MZC6T06,3,40,20,12,31
X697MZ606-9,6,T97,1,76,44,4,91,XT67,1,50,12,6,31,,,,,,,MZC6T06,4,40,20,12,31
X697MZ650-5,4,T97,1,76,44,4,91,XT67,1,50,12,6,31,,,,,,,MZC6T50,2,40,20,12,31
X697MZ650-7,5,T97,1,76,44,4,91,XT67,1,50,12,6,31,,,,,,,MZC6T50,3,40,20,12,31
X697MZ650-9,6,T97,1,76,44,4,91,XT67,1,50,12,6,31,,,,,,,MZC6T50,4,40,20,12,31
X797MZ716-5,4,T97,1,76,44,4,91,XT77,1,50,12,6,31,,,,,,,MZC7T16,2,40,20,12,31
X797MZ716-7,5,T97,1,76,44,4,91,XT77,1,50,12,6,31,,,,,,,MZC7T16,3,40,20,12,31
X797MZ716-9,6,T97,1,76,44,4,91,XT77,1,50,12,6,31,,,,,,,MZC7T16,4,40,20,12,31
X797MZ748-9,6,T97,1,76,44,4,91,XT77,1,50,12,6,31,,,,,,,MZC7T48,4,40,20,12,31
V727MZ748-5,4,T27,1,76,44,4,91,VT77,1,57,11,8,42,,,,,,,MZC7T48,2,40,20,12,31
V727MZ748-7,5,T27,1,76,44,4,91,VT77,1,57,11,8,42,,,,,,,MZC7T48,3,40,20,12,31
X727MZ748-5,4,T27,1,76,44,4,91,XT77,1,50,12,6,31,,,,,,,MZC7T48,2,40,20,12,31
X727MZ748-7,5,T27,1,76,44,4,91,XT77,1,50,12,6,31,,,,,,,MZC7T48,3,40,20,12,31
V777MZ748-5,4,T77,1,76,44,4,91,VT77,1,57,11,8,42,,,,,,,MZC7T48,2,40,20,12,31
V777MZ748-7,5,T77,1,76,44,4,91,VT77,1,57,11,8,42,,,,,,,MZC7T48,3,40,20,12,31
X777MZ748-5,4,T77,1,76,44,4,91,XT77,1,50,12,6,31,,,,,,,MZC7T48,2,40,20,12,31
X777MZ748-7,5,T77,1,76,44,4,91,XT77,1,50,12,6,31,,,,,,,MZC7T48,3,40,20,12,31
V797MZ748-5,4,T97,1,76,44,4,91,VT77,1,57,11,8,42,,,,,,,MZC7T48,2,40,20,12,31
V797MZ748-7,5,T97,1,76,44,4,91,VT77,1,57,11,8,42,,,,,,,MZC7T48,3,40,20,12,31
X797MZ748-5,4,T97,1,76,44,4,91,XT77,1,50,12,6,31,,,,,,,MZC7T48,2,40,20,12,31
X797MZ748-7,5,T97,1,76,44,4,91,XT77,1,50,12,6,31,,,,,,,MZC7T48,3,40,20,12,31
CNAB5-N8-05,3,CN6-0N-T,1,64,40,7,79,,,,,,,ABP8T05,2,39,20,13,29,,,,,,
CNAB7-N8-05,4,CN6-0N-T,1,64,40,7,79,,,,,,,ABP8T05,3,39,20,13,29,,,,,,
LMAB5-N8-05,3,LM7-0N-T,1,75,43,6,97,,,,,,,ABP8T05,2,39,20,13,29,,,,,,
LMAB7-N8-05,4,LM7-0N-T,1,75,43,6,97,,,,,,,ABP8T05,3,39,20,13,29,,,,,,
ANDL3-BLK-W,3,ANT-BLK-T,1,39,39,6,33,ANT-BLK-P,1,26,9,7,14,DLC-BLK-W,1,38,20,10,36,,,,,,
ANDL5-BLK-W,4,ANT-BLK-T,1,39,39,6,33,ANT-BLK-P,1,26,9,7,14,DLC-BLK-W,2,38,20,10,36,,,,,,
DLDL3-BLK-W,3,DLT-BLK-T,1,45,27,4,31,DLT-BLK-P,1,26,9,6,14,DLC-BLK-W,1,38,20,10,36,,,,,,
DLDL5-BLK-W,4,DLT-BLK-T,1,45,27,4,31,DLT-BLK-P,1,26,9,6,14,DLC-BLK-W,2,38,20,10,36,,,,,,
NFDL3-BLK-W,2,NFT-BLK-T,1,47,36,7,68,,,,,,,DLC-BLK-W,1,38,20,10,36,,,,,,
NFDL5-BLK-W,3,NFT-BLK-T,1,47,36,7,68,,,,,,,DLC-BLK-W,2,38,20,10,36,,,,,,
SHDL3-BLK-W,3,SHT-BLK-T,1,45,45,4,44,SHT-BLK-P,1,28,11,9,24,DLC-BLK-W,1,38,20,10,36,,,,,,
SHDL5-BLK-W,4,SHT-BLK-T,1,45,45,4,44,SHT-BLK-P,1,28,11,9,24,DLC-BLK-W,2,38,20,10,36,,,,,,
AMDL3-MAH-W,3,ANT-MAH-T,1,39,39,6,33,AST-MAH-P,1,26,9,7,11,DLC-MAH-W,1,38,20,10,36,,,,,,
AMDL5-MAH-W,4,ANT-MAH-T,1,39,39,6,33,AST-MAH-P,1,26,9,7,11,DLC-MAH-W,2,38,20,10,36,,,,,,
ANDL3-MAH-W,3,ANT-MAH-T,1,39,39,6,33,ANT-MAH-P,1,26,9,7,14,DLC-MAH-W,1,38,20,10,36,,,,,,
ANDL5-MAH-W,4,ANT-MAH-T,1,39,39,6,33,ANT-MAH-P,1,26,9,7,14,DLC-MAH-W,2,38,20,10,36,,,,,,
DMDL3-MAH-W,3,DLT-MAH-T,1,45,27,4,31,DST-MAH-P,1,25,9,6,14,DLC-MAH-W,1,38,20,10,36,,,,,,
DMDL5-MAH-W,4,DLT-MAH-T,1,45,27,4,31,DST-MAH-P,1,25,9,6,14,DLC-MAH-W,2,38,20,10,36,,,,,,
HBDL3-MAH-W,3,HLT-MAH-T,1,45,45,6,55,HBT-MAH-P,1,27,10,8,17,DLC-MAH-W,1,38,20,10,36,,,,,,
HBDL5-MAH-W,4,HLT-MAH-T,1,45,45,6,55,HBT-MAH-P,1,27,10,8,17,DLC-MAH-W,2,38,20,10,36,,,,,,
HLDL3-MAH-W,3,HLT-MAH-T,1,45,45,6,55,HLT-MAH-P,1,26,9,7,11,DLC-MAH-W,1,38,20,10,36,,,,,,
HLDL5-MAH-W,4,HLT-MAH-T,1,45,45,6,55,HLT-MAH-P,1,26,9,7,11,DLC-MAH-W,2,38,20,10,36,,,,,,
NDDL3-MAH-W,2,NDT-MAH-T,1,36,36,7,53,,,,,,,DLC-MAH-W,1,38,20,10,36,,,,,,
NDDL5-MAH-W,3,NDT-MAH-T,1,36,36,7,53,,,,,,,DLC-MAH-W,2,38,20,10,36,,,,,,
NFDL3-MAH-W,2,NFT-MAH-T,1,47,36,7,68,,,,,,,DLC-MAH-W,1,38,20,10,36,,,,,,
NFDL5-MAH-W,3,NFT-MAH-T,1,47,36,7,68,,,,,,,DLC-MAH-W,2,38,20,10,36,,,,,,
OXDL3-MAH-W,2,OXT-MAH-T,1,41,41,7,59,,,,,,,DLC-MAH-W,1,38,20,10,36,,,,,,
OXDL5-MAH-W,3,OXT-MAH-T,1,41,41,7,59,,,,,,,DLC-MAH-W,2,38,20,10,36,,,,,,
AMDL5-OAK-W,4,ANT-OAK-T,1,39,39,6,33,AST-OAK-P,1,26,9,7,11,DLC-OAK-W,2,38,20,10,36,,,,,,
ANDL3-OAK-W,3,ANT-OAK-T,1,39,39,6,33,ANT-OAK-P,1,26,9,7,14,DLC-OAK-W,1,38,20,10,36,,,,,,
ANDL5-OAK-W,4,ANT-OAK-T,1,39,39,6,33,ANT-OAK-P,1,26,9,7,14,DLC-OAK-W,2,38,20,10,36,,,,,,
NFDL3-OAK-W,2,NFT-OAK-T,1,47,36,7,68,,,,,,,DLC-OAK-W,1,38,20,10,36,,,,,,
NFDL5-OAK-W,3,NFT-OAK-T,1,47,36,7,68,,,,,,,DLC-OAK-W,2,38,20,10,36,,,,,,
OXDL3-OAK-W,2,OXT-OAK-T,1,41,41,7,59,,,,,,,DLC-OAK-W,1,38,20,10,36,,,,,,
OXDL5-OAK-W,3,OXT-OAK-T,1,41,41,7,59,,,,,,,DLC-OAK-W,2,38,20,10,36,,,,,,
AMDU3-MAH-LC,3,ANT-MAH-T,1,39,39,6,33,AST-MAH-P,1,26,9,7,11,DUC-MAH-LC,1,40,19,11,41,,,,,,
LMFO5-77-49,3,LM7-07-T,1,75,43,6,97,,,,,,,FOP7T49,2,41,23,21,58,,,,,,
LMFO5-N8-18,3,LM7-0N-T,1,75,43,6,97,,,,,,,FOP8T18,2,41,23,21,58,,,,,,
LMVE7-N8-04,4,LM7-0N-T,1,75,43,6,97,,,,,,,VEP8T04,3,42,23,15,42,,,,,,
AEBS5CANA,3,BAETFNA,1,63,42,7,49,,,,,,,BBSCANA,2,48,24,11,33,,,,,,
AEBS7CANA,4,BAETFNA,1,63,42,7,49,,,,,,,BBSCANA,3,48,24,11,33,,,,,,
MNBS3CANA,2,BMNTDNA,1,36,33,4,22,,,,,,,BBSCANA,1,48,24,11,33,,,,,,
SEBS3CANA,2,BSETQNA,1,37,28,4,20,,,,,,,BBSCANA,1,48,24,11,33,,,,,,
AEBS5CWNA,3,BAETFNA,1,63,42,7,49,,,,,,,BBSCWNA,2,45,21,12,25,,,,,,
AEBS7CWNA,4,BAETFNA,1,63,42,7,49,,,,,,,BBSCWNA,3,45,21,12,25,,,,,,
MNBS3CWNA,2,BMNTDNA,1,36,33,4,22,,,,,,,BBSCWNA,1,45,21,12,25,,,,,,
SEBS3CWNA,2,BSETQNA,1,37,28,4,20,,,,,,,BBSCWNA,1,45,21,12,25,,,,,,
AECM5CANA,3,BAETFNA,1,63,42,7,49,,,,,,,BCMCANA,2,47,24,9,29,,,,,,
AECM7CANA,4,BAETFNA,1,63,42,7,49,,,,,,,BCMCANA,3,47,24,9,29,,,,,,
MNCM3CANA,2,BMNTDNA,1,36,33,4,22,,,,,,,BCMCANA,1,47,24,9,29,,,,,,
SECM3CANA,2,BSETQNA,1,37,28,4,20,,,,,,,BCMCANA,1,47,24,9,29,,,,,,
AECM5CWNA,3,BAETFNA,1,63,42,7,49,,,,,,,BCMCWNA,2,44,21,8,25,,,,,,
AECM7CWNA,4,BAETFNA,1,63,42,7,49,,,,,,,BCMCWNA,3,44,21,8,25,,,,,,
MNCM3CWNA,2,BMNTDNA,1,36,33,4,22,,,,,,,BCMCWNA,1,44,21,8,25,,,,,,
SECM3CWNA,2,BSETQNA,1,37,28,4,20,,,,,,,BCMCWNA,1,44,21,8,25,,,,,,
AECN5C5NA,3,BAETFNA,1,63,42,7,49,,,,,,,BCNC5NA,2,38,25,13,39,,,,,,
AECN7C5NA,4,BAETFNA,1,63,42,7,49,,,,,,,BCNC5NA,3,38,25,13,39,,,,,,
MNCN3C5NA,2,BMNTDNA,1,36,33,4,22,,,,,,,BCNC5NA,1,38,25,13,39,,,,,,
SECN3C5NA,2,BSETQNA,1,37,28,4,20,,,,,,,BCNC5NA,1,38,25,13,39,,,,,,
AEDK5CWNA,3,BAETFNA,1,63,42,7,49,,,,,,,BDKCWNA,2,48,20,12,30,,,,,,
AEDK7CWNA,4,BAETFNA,1,63,42,7,49,,,,,,,BDKCWNA,3,48,20,12,30,,,,,,
MNDK3CWNA,2,BMNTDNA,1,36,33,4,22,,,,,,,BDKCWNA,1,48,20,12,30,,,,,,
SEDK3CWNA,2,BSETQNA,1,37,28,4,20,,,,,,,BDKCWNA,1,48,20,12,30,,,,,,
CO21-Q00000,3,COH-21-Q,1,64,35,6,40,COO-21-Q,1,68,19,5,45,COS-21-Q,1,83,13,6,45,,,,,,
CHT-BLK-TL,2,CHT-BLK-T,1,58,40,7,101,CHT-BLK-L,1,38,13,5,24,,,,,,,,,,,,
CHT-MAH-TL,2,CHT-MAH-T,1,58,40,7,101,CHT-MAH-L,1,38,13,5,24,,,,,,,,,,,,
FAT-BLK-TL,2,FAT-BLK-T,1,58,40,7,97,FAT-BLK-L,1,38,15,5,33,,,,,,,,,,,,
FAT-CAP-TL,2,FAT-CAP-T,1,58,40,7,97,FAT-CAP-L,1,38,15,5,33,,,,,,,,,,,,
LGT-BCH-TL,2,LGT-BCH-T,1,71,47,8,121,LGT-BLK-L,1,32,15,5,31,,,,,,,,,,,,
LGT-BLK-TL,2,LGT-BLK-T,1,71,47,8,121,LGT-BLK-L,1,32,15,5,31,,,,,,,,,,,,
LGT-LWH-TL,2,LGT-LWH-T,1,71,47,8,121,LGT-LWH-L,1,32,15,5,31,,,,,,,,,,,,
PFT-BLK-TL,2,PFT-BLK-T,1,58,41,7,97,PFT-BLK-L,1,31,15,5,27,,,,,,,,,,,,
PFT-CAP-TL,2,PFT-CAP-T,1,58,41,7,97,PFT-CAP-L,1,31,15,5,27,,,,,,,,,,,,
PFT-SBR-TL,2,PFT-SBR-T,1,58,41,7,97,PFT-SBR-L,1,31,15,5,27,,,,,,,,,,,,
WET-BCH-TL,2,WET-BCH-T,1,46,46,7,88,WET-BLK-L,1,32,15,5,30,,,,,,,,,,,,
WET-BLK-TL,2,WET-BLK-T,1,46,46,7,90,WET-BLK-L,1,32,15,5,30,,,,,,,,,,,,
WET-BMK-TL,2,WET-BMK-T,1,46,46,7,90,WET-BMK-L,1,32,15,5,30,,,,,,,,,,,,
WET-WHI-TL,2,WET-WHI-T,1,46,46,7,90,WET-WHI-L,1,32,15,5,30,,,,,,,,,,,,
LABA11-71-05,7,LAT-07-T,1,73,47,9,121,LAT-07-P,1,52,17,10,62,BAP1T05,5,42,21,15,33,,,,,,
LABA11-81-05,7,LAT-08-T,1,73,47,9,121,LAT-08-P,1,52,17,10,62,BAP1T05,5,42,21,15,33,,,,,,
LABR11-71-17,7,LAT-07-T,1,73,47,9,121,LAT-07-P,1,52,17,10,62,BRP1T17,5,44,22,15,40,,,,,,
LABR11-81-17,7,LAT-08-T,1,73,47,9,121,LAT-08-P,1,52,17,10,62,BRP1T17,5,44,22,15,40,,,,,,
LAEL11-71-21,7,LAT-07-T,1,73,47,9,121,LAT-07-P,1,52,17,10,62,ELP1T21,5,43,19,14,33,,,,,,
LAEL11-81-21,7,LAT-08-T,1,73,47,9,121,LAT-08-P,1,52,17,10,62,ELP1T21,5,43,19,14,33,,,,,,
LAEL11-77-18,7,LAT-07-T,1,73,47,9,121,LAT-07-P,1,52,17,10,62,ELP7T18,5,43,19,14,33,,,,,,
LAEL11-87-18,7,LAT-08-T,1,73,47,9,121,LAT-08-P,1,52,17,10,62,ELP7T18,5,43,19,14,33,,,,,,
LAEL11-78-05,7,LAT-07-T,1,73,47,9,121,LAT-07-P,1,52,17,10,62,ELP8T05,5,43,19,14,33,,,,,,
LAEL11-88-05,7,LAT-08-T,1,73,47,9,121,LAT-08-P,1,52,17,10,62,ELP8T05,5,43,19,14,33,,,,,,
LAEN11-71-20,7,LAT-07-T,1,73,47,9,121,LAT-07-P,1,52,17,10,62,ENP1T20,5,43,19,14,33,,,,,,
LAEN11-81-20,7,LAT-08-T,1,73,47,9,121,LAT-08-P,1,52,17,10,62,ENP1T20,5,43,19,14,33,,,,,,
LAFL11-71-21,7,LAT-07-T,1,73,47,9,121,LAT-07-P,1,52,17,10,62,FLP1T21,5,43,21,19,47,,,,,,
LAFL11-81-21,7,LAT-08-T,1,73,47,9,121,LAT-08-P,1,52,17,10,62,FLP1T21,5,43,21,19,47,,,,,,
LAFL11-77-16,7,LAT-07-T,1,73,47,9,121,LAT-07-P,1,52,17,10,62,FLP7T16,5,43,21,19,47,,,,,,
LAFL11-87-16,7,LAT-08-T,1,73,47,9,121,LAT-08-P,1,52,17,10,62,FLP7T16,5,43,21,19,47,,,,,,
LAFL11-78-04,7,LAT-07-T,1,73,47,9,121,LAT-07-P,1,52,17,10,62,FLP8T04,5,43,21,19,47,,,,,,
LAFL11-88-04,7,LAT-08-T,1,73,47,9,121,LAT-08-P,1,52,17,10,62,FLP8T04,5,43,21,19,47,,,,,,
LAFR11-71-02,7,LAT-07-T,1,73,47,9,121,LAT-07-P,1,52,17,10,62,FRP1T02,5,24,24,30,42,,,,,,
LAFR11-81-02,7,LAT-08-T,1,73,47,9,121,LAT-08-P,1,52,17,10,62,FRP1T02,5,24,24,30,42,,,,,,
LAGA11-77-40,7,LAT-07-T,1,73,47,9,121,LAT-07-P,1,52,17,10,62,GAP7T40,5,39,20,15,38,,,,,,
LAGA11-87-40,7,LAT-08-T,1,73,47,9,121,LAT-08-P,1,52,17,10,62,GAP7T40,5,39,20,15,38,,,,,,
LAGA11-78-03,7,LAT-07-T,1,73,47,9,121,LAT-07-P,1,52,17,10,62,GAP8T03,5,39,20,15,38,,,,,,
LAGA11-88-03,7,LAT-08-T,1,73,47,9,121,LAT-08-P,1,52,17,10,62,GAP8T03,5,39,20,15,38,,,,,,
LALA11-71-47,7,LAT-07-T,1,73,47,9,121,LAT-07-P,1,52,17,10,62,LAP1T47,5,41,19,15,38,,,,,,
LALA11-81-47,7,LAT-08-T,1,73,47,9,121,LAT-08-P,1,52,17,10,62,LAP1T47,5,41,19,15,38,,,,,,
LALA11-73-04,7,LAT-07-T,1,73,47,9,121,LAT-07-P,1,52,17,10,62,LAP3T04,5,41,19,15,38,,,,,,
LALA11-83-04,7,LAT-08-T,1,73,47,9,121,LAT-08-P,1,52,17,10,62,LAP3T04,5,41,19,15,38,,,,,,
LALA11-77-16,7,LAT-07-T,1,73,47,9,121,LAT-07-P,1,52,17,10,62,LAP7T16,5,41,19,15,38,,,,,,
LALA11-87-16,7,LAT-08-T,1,73,47,9,121,LAT-08-P,1,52,17,10,62,LAP7T16,5,41,19,15,38,,,,,,
LALA11-78-05,7,LAT-07-T,1,73,47,9,121,LAT-07-P,1,52,17,10,62,LAP8T05,5,41,19,15,38,,,,,,
LALA11-88-05,7,LAT-08-T,1,73,47,9,121,LAT-08-P,1,52,17,10,62,LAP8T05,5,41,19,15,38,,,,,,
V726MZN32-5,5,T26,1,64,41,5,71,VT76-1,1,34,30,8,33,VT76-2,1,39,5,2,5,MZCNT32,2,40,20,12,31
V726MZN32-7,6,T26,1,64,41,5,71,VT76-1,1,34,30,8,33,VT76-2,1,39,5,2,5,MZCNT32,3,40,20,12,31
V776MZN32-5,5,T76,1,64,41,5,71,VT76-1,1,34,30,8,33,VT76-2,1,39,5,2,5,MZCNT32,2,40,20,12,31
V776MZN32-7,6,T76,1,64,41,5,71,VT76-1,1,34,30,8,33,VT76-2,1,39,5,2,5,MZCNT32,3,40,20,12,31
V796MZN32-5,5,T96,1,64,41,5,71,VT76-1,1,34,30,8,33,VT76-2,1,39,5,2,5,MZCNT32,2,40,20,12,31
V796MZN32-7,6,T96,1,64,41,5,71,VT76-1,1,34,30,8,33,VT76-2,1,39,5,2,5,MZCNT32,3,40,20,12,31
X726MZN32-5,5,T26,1,64,41,5,71,XT76-1,1,36,32,5,26,XT76-2,1,36,4,2,6,MZCNT32,2,40,20,12,31
X726MZN32-7,6,T26,1,64,41,5,71,XT76-1,1,36,32,5,26,XT76-2,1,36,4,2,6,MZCNT32,3,40,20,12,31
X776MZN32-5,5,T76,1,64,41,5,71,XT76-1,1,36,32,5,26,XT76-2,1,36,4,2,6,MZCNT32,2,40,20,12,31
X776MZN32-7,6,T76,1,64,41,5,71,XT76-1,1,36,32,5,26,XT76-2,1,36,4,2,6,MZCNT32,3,40,20,12,31
X796MZN32-5,5,T96,1,64,41,5,71,XT76-1,1,36,32,5,26,XT76-2,1,36,4,2,6,MZCNT32,2,40,20,12,31
X796MZN32-7,6,T96,1,64,41,5,71,XT76-1,1,36,32,5,26,XT76-2,1,36,4,2,6,MZCNT32,3,40,20,12,31
CNMZ5-N7-32,3,CN6-07-T,1,64,40,7,79,,,,,,,,,,,,,MZCNT32,2,40,20,12,31
CNMZ7-N7-32,4,CN6-07-T,1,64,40,7,79,,,,,,,,,,,,,MZCNT32,3,40,20,12,31
CNMZ5-NN-32,3,CN6-0N-T,1,64,40,7,79,,,,,,,,,,,,,MZCNT32,2,40,20,12,31
CNMZ7-NN-32,4,CN6-0N-T,1,64,40,7,79,,,,,,,,,,,,,MZCNT32,3,40,20,12,31
F2MZ5-NN-32,4,FET-0N-T,1,51,51,5,49,002-0N-P,1,25,25,13,32,,,,,,,MZCNT32,2,40,20,12,31
F2MZ7-NN-32,5,FET-0N-T,1,51,51,5,49,002-0N-P,1,25,25,13,32,,,,,,,MZCNT32,3,40,20,12,31
F3MZ5-NN-32,4,FET-0N-T,1,51,51,5,49,003-0N-P,1,32,17,9,33,,,,,,,MZCNT32,2,40,20,12,31
F3MZ7-NN-32,5,FET-0N-T,1,51,51,5,49,003-0N-P,1,32,17,9,33,,,,,,,MZCNT32,3,40,20,12,31
I2MZ5-NN-32,4,IRT-0N-T,1,51,51,5,49,002-0N-P,1,25,25,13,32,,,,,,,MZCNT32,2,40,20,12,31
I2MZ7-NN-32,5,IRT-0N-T,1,51,51,5,49,002-0N-P,1,25,25,13,32,,,,,,,MZCNT32,3,40,20,12,31
I3MZ5-NN-32,4,IRT-0N-T,1,51,51,5,49,003-0N-P,1,32,17,9,33,,,,,,,MZCNT32,2,40,20,12,31
I3MZ7-NN-32,5,IRT-0N-T,1,51,51,5,49,003-0N-P,1,32,17,9,33,,,,,,,MZCNT32,3,40,20,12,31
LAMZ11-N7-32,7,LAT-07-T,1,73,47,9,121,LAT-07-P,1,52,17,10,62,,,,,,,MZCNT32,5,40,20,12,31
LAMZ5-N7-32,4,LAT-07-T,1,73,47,9,121,LAT-07-P,1,52,17,10,62,,,,,,,MZCNT32,2,40,20,12,31
LAMZ7-N7-32,5,LAT-07-T,1,73,47,9,121,LAT-07-P,1,52,17,10,62,,,,,,,MZCNT32,3,40,20,12,31
LAMZ9-N7-32,6,LAT-07-T,1,73,47,9,121,LAT-07-P,1,52,17,10,62,,,,,,,MZCNT32,4,40,20,12,31
LAMZ11-N8-32,7,LAT-08-T,1,73,47,9,121,LAT-08-P,1,52,17,10,62,,,,,,,MZCNT32,5,40,20,12,31
LAMZ5-N8-32,4,LAT-08-T,1,73,47,9,121,LAT-08-P,1,52,17,10,62,,,,,,,MZCNT32,2,40,20,12,31
LAMZ7-N8-32,5,LAT-08-T,1,73,47,9,121,LAT-08-P,1,52,17,10,62,,,,,,,MZCNT32,3,40,20,12,31
LAMZ9-N8-32,6,LAT-08-T,1,73,47,9,121,LAT-08-P,1,52,17,10,62,,,,,,,MZCNT32,4,40,20,12,31
V727MZN32-5,4,T27,1,76,44,4,91,VT77,1,57,11,8,42,,,,,,,MZCNT32,2,40,20,12,31
V727MZN32-7,5,T27,1,76,44,4,91,VT77,1,57,11,8,42,,,,,,,MZCNT32,3,40,20,12,31
V727MZN32-9,6,T27,1,76,44,4,91,VT77,1,57,11,8,42,,,,,,,MZCNT32,4,40,20,12,31
X727MZN32-5,4,T27,1,76,44,4,91,XT77,1,50,12,6,31,,,,,,,MZCNT32,2,40,20,12,31
X727MZN32-7,5,T27,1,76,44,4,91,XT77,1,50,12,6,31,,,,,,,MZCNT32,3,40,20,12,31
X727MZN32-9,6,T27,1,76,44,4,91,XT77,1,50,12,6,31,,,,,,,MZCNT32,4,40,20,12,31
V777MZN32-5,4,T77,1,76,44,4,91,VT77,1,57,11,8,42,,,,,,,MZCNT32,2,40,20,12,31
V777MZN32-7,5,T77,1,76,44,4,91,VT77,1,57,11,8,42,,,,,,,MZCNT32,3,40,20,12,31
V777MZN32-9,6,T77,1,76,44,4,91,VT77,1,57,11,8,42,,,,,,,MZCNT32,4,40,20,12,31
X777MZN32-5,4,T77,1,76,44,4,91,XT77,1,50,12,6,31,,,,,,,MZCNT32,2,40,20,12,31
X777MZN32-7,5,T77,1,76,44,4,91,XT77,1,50,12,6,31,,,,,,,MZCNT32,3,40,20,12,31
X777MZN32-9,6,T77,1,76,44,4,91,XT77,1,50,12,6,31,,,,,,,MZCNT32,4,40,20,12,31
V797MZN32-5,4,T97,1,76,44,4,91,VT77,1,57,11,8,42,,,,,,,MZCNT32,2,40,20,12,31
V797MZN32-7,5,T97,1,76,44,4,91,VT77,1,57,11,8,42,,,,,,,MZCNT32,3,40,20,12,31
V797MZN32-9,6,T97,1,76,44,4,91,VT77,1,57,11,8,42,,,,,,,MZCNT32,4,40,20,12,31
X797MZN32-5,4,T97,1,76,44,4,91,XT77,1,50,12,6,31,,,,,,,MZCNT32,2,40,20,12,31
X797MZN32-7,5,T97,1,76,44,4,91,XT77,1,50,12,6,31,,,,,,,MZCNT32,3,40,20,12,31
X797MZN32-9,6,T97,1,76,44,4,91,XT77,1,50,12,6,31,,,,,,,MZCNT32,4,40,20,12,31
CO21-QN000,4,COH-21-Q,1,64,35,6,40,COO-21-Q,1,68,19,5,45,COS-21-Q,1,83,13,6,45,CON-21,1,25,24,18,34
AMT-ACB-TP,2,ANT-ABC-T,1,39,39,6,33,AST-BLK-P,1,26,9,7,11,,,,,,,,,,,,
AMT-ANB-TP,2,ANT-ANA-T,1,39,39,6,33,AST-BLK-P,1,26,9,7,11,,,,,,,,,,,,
AMT-ABL-TP,2,ANT-AWA-T,1,39,39,6,33,AST-BLK-P,1,26,9,7,11,,,,,,,,,,,,
AMT-LBL-TP,2,ANT-LWH-T,1,39,39,6,33,AST-BLK-P,1,26,9,7,11,,,,,,,,,,,,
AMT-MBL-TP,2,ANT-MAH-T,1,39,39,6,33,AST-BLK-P,1,26,9,7,11,,,,,,,,,,,,
AMT-OBL-TP,2,ANT-OAK-T,1,39,39,6,33,AST-BLK-P,1,26,9,7,11,,,,,,,,,,,,
EST-MBL-TP,2,EDT-MAH-T,1,33,33,6,22,AST-BLK-P,1,26,9,7,11,,,,,,,,,,,,
EST-OBL-TP,2,EDT-OAK-T,1,33,33,6,22,AST-BLK-P,1,26,9,7,11,,,,,,,,,,,,
EST-WBL-TP,2,EDT-WHI-T,1,33,33,6,22,AST-BLK-P,1,26,9,7,11,,,,,,,,,,,,
KATY4-BCH-W,1,KATY4-BCH-W,1,51,28,10,95,,,,,,,,,,,,,,,,,,
KATY4-WBL-W,1,KATY4-WBL-W,1,51,28,10,95,,,,,,,,,,,,,,,,,,
KATY4-WBW-W,1,KATY4-WBW-W,1,51,28,10,95,,,,,,,,,,,,,,,,,,
AMAB3-BCH-06,3,ANT-BLK-T,1,39,39,6,33,AST-BLK-P,1,26,9,7,11,ABP1T06,1,39,20,13,29,,,,,,
AMAB5-BCH-06,4,ANT-BLK-T,1,39,39,6,33,AST-BLK-P,1,26,9,7,11,ABP1T06,2,39,20,13,29,,,,,,
ESAB3-BCH-06,3,EDT-BLK-T,1,33,33,6,22,AST-BLK-P,1,26,9,7,11,ABP1T06,1,39,20,13,29,,,,,,
AMAB3-BCH-61,3,ANT-BLK-T,1,39,39,6,33,AST-BLK-P,1,26,9,7,11,ABP1T61,1,39,20,13,29,,,,,,
AMAB5-BCH-61,4,ANT-BLK-T,1,39,39,6,33,AST-BLK-P,1,26,9,7,11,ABP1T61,2,39,20,13,29,,,,,,
ESAB3-BCH-61,3,EDT-BLK-T,1,33,33,6,22,AST-BLK-P,1,26,9,7,11,ABP1T61,1,39,20,13,29,,,,,,
AMAB3-BCH-73,3,ANT-BLK-T,1,39,39,6,33,AST-BLK-P,1,26,9,7,11,ABP1T73,1,39,20,13,29,,,,,,
AMAB5-BCH-73,4,ANT-BLK-T,1,39,39,6,33,AST-BLK-P,1,26,9,7,11,ABP1T73,2,39,20,13,29,,,,,,
ESAB3-BCH-73,3,EDT-BLK-T,1,33,33,6,22,AST-BLK-P,1,26,9,7,11,ABP1T73,1,39,20,13,29,,,,,,
AMAN3-BCH-C,3,ANT-BLK-T,1,39,39,6,33,AST-BLK-P,1,26,9,7,11,ANC-BLK-C,1,41,19,12,36,,,,,,
